"","Threshold","Bio_threshold","site","region","year","Hydro_Metric","Biol","Alteration_Current","Alteration_Current_direction"
"3302","Threshold25",0.79,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3303","Threshold50",0.79,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3304","Threshold75",0.79,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3305","Threshold25",0.92,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3306","Threshold50",0.92,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3307","Threshold75",0.92,201060,"Aliso",2001,"SP_Tim","CSCI","Altered","High"
"3308","Threshold75",0.75,201060,"Aliso",2002,"DS_Dur_WS","ASCI","Altered","Low"
"3309","Threshold75",0.86,201060,"Aliso",2002,"DS_Dur_WS","ASCI","Altered","Low"
"3310","Threshold75",0.94,201060,"Aliso",2002,"DS_Dur_WS","ASCI","Altered","Low"
"3311","Threshold75",0.63,201060,"Aliso",2002,"DS_Dur_WS","CSCI","Altered","Low"
"3312","Threshold50",0.79,201060,"Aliso",2002,"DS_Dur_WS","CSCI","Altered","Low"
"3313","Threshold75",0.79,201060,"Aliso",2002,"DS_Dur_WS","CSCI","Altered","Low"
"3314","Threshold50",0.92,201060,"Aliso",2002,"DS_Dur_WS","CSCI","Altered","Low"
"3315","Threshold75",0.92,201060,"Aliso",2002,"DS_Dur_WS","CSCI","Altered","Low"
"3316","Threshold75",0.86,201060,"Aliso",2002,"SP_Dur","ASCI","Altered","Low"
"3317","Threshold75",0.94,201060,"Aliso",2002,"SP_Dur","ASCI","Altered","Low"
"3318","Threshold75",0.75,201060,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3319","Threshold50",0.86,201060,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3320","Threshold75",0.86,201060,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3321","Threshold50",0.94,201060,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3322","Threshold75",0.94,201060,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3323","Threshold75",0.63,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3324","Threshold25",0.79,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3325","Threshold50",0.79,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3326","Threshold75",0.79,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3327","Threshold25",0.92,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3328","Threshold50",0.92,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3329","Threshold75",0.92,201060,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3330","Threshold75",0.75,201060,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"3331","Threshold50",0.86,201060,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"3332","Threshold75",0.86,201060,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"3333","Threshold50",0.94,201060,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"3334","Threshold75",0.94,201060,"Aliso",2004,"SP_Dur","ASCI","Altered","Low"
"3335","Threshold50",0.75,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3336","Threshold75",0.75,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3337","Threshold50",0.86,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3338","Threshold75",0.86,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3339","Threshold50",0.94,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3340","Threshold75",0.94,201060,"Aliso",2005,"DS_Dur_WS","ASCI","Altered","Low"
"3341","Threshold50",0.63,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3342","Threshold75",0.63,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3343","Threshold50",0.79,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3344","Threshold75",0.79,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3345","Threshold25",0.92,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3346","Threshold50",0.92,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3347","Threshold75",0.92,201060,"Aliso",2005,"DS_Dur_WS","CSCI","Altered","Low"
"3348","Threshold25",0.75,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3349","Threshold50",0.75,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3350","Threshold75",0.75,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3351","Threshold25",0.86,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3352","Threshold50",0.86,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3353","Threshold75",0.86,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3354","Threshold25",0.94,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3355","Threshold50",0.94,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3356","Threshold75",0.94,201060,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3357","Threshold75",0.75,201060,"Aliso",2006,"DS_Dur_WS","ASCI","Altered","High"
"3358","Threshold75",0.86,201060,"Aliso",2006,"DS_Dur_WS","ASCI","Altered","High"
"3359","Threshold25",0.94,201060,"Aliso",2006,"DS_Dur_WS","ASCI","Altered","High"
"3360","Threshold50",0.94,201060,"Aliso",2006,"DS_Dur_WS","ASCI","Altered","High"
"3361","Threshold75",0.94,201060,"Aliso",2006,"DS_Dur_WS","ASCI","Altered","High"
"3362","Threshold50",0.79,201060,"Aliso",2006,"DS_Dur_WS","CSCI","Altered","High"
"3363","Threshold75",0.79,201060,"Aliso",2006,"DS_Dur_WS","CSCI","Altered","High"
"3364","Threshold25",0.92,201060,"Aliso",2006,"DS_Dur_WS","CSCI","Altered","High"
"3365","Threshold50",0.92,201060,"Aliso",2006,"DS_Dur_WS","CSCI","Altered","High"
"3366","Threshold75",0.92,201060,"Aliso",2006,"DS_Dur_WS","CSCI","Altered","High"
"3367","Threshold75",0.75,201060,"Aliso",2006,"SP_Dur","ASCI","Altered","Low"
"3368","Threshold50",0.86,201060,"Aliso",2006,"SP_Dur","ASCI","Altered","Low"
"3369","Threshold75",0.86,201060,"Aliso",2006,"SP_Dur","ASCI","Altered","Low"
"3370","Threshold50",0.94,201060,"Aliso",2006,"SP_Dur","ASCI","Altered","Low"
"3371","Threshold75",0.94,201060,"Aliso",2006,"SP_Dur","ASCI","Altered","Low"
"3372","Threshold75",0.63,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3373","Threshold25",0.79,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3374","Threshold50",0.79,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3375","Threshold75",0.79,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3376","Threshold25",0.92,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3377","Threshold50",0.92,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3378","Threshold75",0.92,201060,"Aliso",2006,"SP_Tim","CSCI","Altered","High"
"3379","Threshold50",0.75,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3380","Threshold75",0.75,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3381","Threshold50",0.86,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3382","Threshold75",0.86,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3383","Threshold25",0.94,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3384","Threshold50",0.94,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3385","Threshold75",0.94,201060,"Aliso",2007,"SP_Dur","ASCI","Altered","Low"
"3386","Threshold50",0.63,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3387","Threshold75",0.63,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3388","Threshold25",0.79,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3389","Threshold50",0.79,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3390","Threshold75",0.79,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3391","Threshold25",0.92,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3392","Threshold50",0.92,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3393","Threshold75",0.92,201060,"Aliso",2007,"SP_Tim","CSCI","Altered","High"
"3394","Threshold75",0.75,201060,"Aliso",2008,"DS_Dur_WS","ASCI","Altered","Low"
"3395","Threshold75",0.86,201060,"Aliso",2008,"DS_Dur_WS","ASCI","Altered","Low"
"3396","Threshold50",0.94,201060,"Aliso",2008,"DS_Dur_WS","ASCI","Altered","Low"
"3397","Threshold75",0.94,201060,"Aliso",2008,"DS_Dur_WS","ASCI","Altered","Low"
"3398","Threshold75",0.63,201060,"Aliso",2008,"DS_Dur_WS","CSCI","Altered","Low"
"3399","Threshold50",0.79,201060,"Aliso",2008,"DS_Dur_WS","CSCI","Altered","Low"
"3400","Threshold75",0.79,201060,"Aliso",2008,"DS_Dur_WS","CSCI","Altered","Low"
"3401","Threshold50",0.92,201060,"Aliso",2008,"DS_Dur_WS","CSCI","Altered","Low"
"3402","Threshold75",0.92,201060,"Aliso",2008,"DS_Dur_WS","CSCI","Altered","Low"
"3403","Threshold75",0.75,201060,"Aliso",2008,"SP_Dur","ASCI","Altered","High"
"3404","Threshold75",0.86,201060,"Aliso",2008,"SP_Dur","ASCI","Altered","High"
"3405","Threshold50",0.94,201060,"Aliso",2008,"SP_Dur","ASCI","Altered","High"
"3406","Threshold75",0.94,201060,"Aliso",2008,"SP_Dur","ASCI","Altered","High"
"3407","Threshold75",0.86,201060,"Aliso",2009,"DS_Dur_WS","ASCI","Altered","High"
"3408","Threshold25",0.94,201060,"Aliso",2009,"DS_Dur_WS","ASCI","Altered","High"
"3409","Threshold50",0.94,201060,"Aliso",2009,"DS_Dur_WS","ASCI","Altered","High"
"3410","Threshold75",0.94,201060,"Aliso",2009,"DS_Dur_WS","ASCI","Altered","High"
"3411","Threshold50",0.79,201060,"Aliso",2009,"DS_Dur_WS","CSCI","Altered","High"
"3412","Threshold75",0.79,201060,"Aliso",2009,"DS_Dur_WS","CSCI","Altered","High"
"3413","Threshold25",0.92,201060,"Aliso",2009,"DS_Dur_WS","CSCI","Altered","High"
"3414","Threshold50",0.92,201060,"Aliso",2009,"DS_Dur_WS","CSCI","Altered","High"
"3415","Threshold75",0.92,201060,"Aliso",2009,"DS_Dur_WS","CSCI","Altered","High"
"3416","Threshold50",0.75,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3417","Threshold75",0.75,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3418","Threshold25",0.86,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3419","Threshold50",0.86,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3420","Threshold75",0.86,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3421","Threshold25",0.94,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3422","Threshold50",0.94,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3423","Threshold75",0.94,201060,"Aliso",2009,"SP_Dur","ASCI","Altered","Low"
"3424","Threshold75",0.79,201060,"Aliso",2009,"SP_Tim","CSCI","Altered","High"
"3425","Threshold50",0.92,201060,"Aliso",2009,"SP_Tim","CSCI","Altered","High"
"3426","Threshold75",0.92,201060,"Aliso",2009,"SP_Tim","CSCI","Altered","High"
"3427","Threshold75",0.75,201060,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3428","Threshold75",0.86,201060,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3429","Threshold50",0.94,201060,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3430","Threshold75",0.94,201060,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3431","Threshold75",0.94,201060,"Aliso",2012,"DS_Dur_WS","ASCI","Altered","High"
"3432","Threshold25",0.92,201060,"Aliso",2012,"DS_Dur_WS","CSCI","Altered","High"
"3433","Threshold50",0.92,201060,"Aliso",2012,"DS_Dur_WS","CSCI","Altered","High"
"3434","Threshold75",0.92,201060,"Aliso",2012,"DS_Dur_WS","CSCI","Altered","High"
"3435","Threshold75",0.94,201060,"Aliso",2012,"SP_Dur","ASCI","Altered","Low"
"3436","Threshold50",0.63,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3437","Threshold75",0.63,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3438","Threshold25",0.79,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3439","Threshold50",0.79,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3440","Threshold75",0.79,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3441","Threshold25",0.92,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3442","Threshold50",0.92,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3443","Threshold75",0.92,201060,"Aliso",2012,"SP_Tim","CSCI","Altered","High"
"3444","Threshold25",0.75,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3445","Threshold50",0.75,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3446","Threshold75",0.75,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3447","Threshold25",0.86,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3448","Threshold50",0.86,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3449","Threshold75",0.86,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3450","Threshold25",0.94,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3451","Threshold50",0.94,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3452","Threshold75",0.94,201060,"Aliso",2013,"SP_Dur","ASCI","Altered","Low"
"3453","Threshold25",0.63,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3454","Threshold50",0.63,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3455","Threshold75",0.63,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3456","Threshold25",0.79,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3457","Threshold50",0.79,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3458","Threshold75",0.79,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3459","Threshold25",0.92,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3460","Threshold50",0.92,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3461","Threshold75",0.92,201060,"Aliso",2013,"SP_Tim","CSCI","Altered","High"
"3462","Threshold75",0.75,201060,"Aliso",2014,"SP_Dur","ASCI","Altered","High"
"3463","Threshold75",0.86,201060,"Aliso",2014,"SP_Dur","ASCI","Altered","High"
"3464","Threshold50",0.94,201060,"Aliso",2014,"SP_Dur","ASCI","Altered","High"
"3465","Threshold75",0.94,201060,"Aliso",2014,"SP_Dur","ASCI","Altered","High"
"3466","Threshold50",0.75,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3467","Threshold75",0.75,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3468","Threshold50",0.86,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3469","Threshold75",0.86,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3470","Threshold25",0.94,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3471","Threshold50",0.94,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3472","Threshold75",0.94,201060,"Aliso",2016,"DS_Dur_WS","ASCI","Altered","High"
"3473","Threshold75",0.63,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3474","Threshold25",0.79,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3475","Threshold50",0.79,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3476","Threshold75",0.79,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3477","Threshold25",0.92,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3478","Threshold50",0.92,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3479","Threshold75",0.92,201060,"Aliso",2016,"DS_Dur_WS","CSCI","Altered","High"
"3480","Threshold25",0.75,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3481","Threshold50",0.75,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3482","Threshold75",0.75,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3483","Threshold25",0.86,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3484","Threshold50",0.86,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3485","Threshold75",0.86,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3486","Threshold25",0.94,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3487","Threshold50",0.94,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3488","Threshold75",0.94,201060,"Aliso",2016,"SP_Dur","ASCI","Altered","Low"
"3489","Threshold25",0.75,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3490","Threshold50",0.75,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3491","Threshold75",0.75,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3492","Threshold25",0.86,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3493","Threshold50",0.86,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3494","Threshold75",0.86,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3495","Threshold25",0.94,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3496","Threshold50",0.94,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3497","Threshold75",0.94,201060,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3498","Threshold25",0.75,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3499","Threshold50",0.75,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3500","Threshold75",0.75,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3501","Threshold25",0.86,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3502","Threshold50",0.86,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3503","Threshold75",0.86,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3504","Threshold25",0.94,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3505","Threshold50",0.94,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3506","Threshold75",0.94,201061,"Aliso",1995,"SP_Dur","ASCI","Altered","High"
"3507","Threshold75",0.79,201061,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"3508","Threshold50",0.92,201061,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"3509","Threshold75",0.92,201061,"Aliso",1995,"SP_Tim","CSCI","Altered","High"
"3510","Threshold50",0.75,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3511","Threshold75",0.75,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3512","Threshold50",0.86,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3513","Threshold75",0.86,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3514","Threshold25",0.94,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3515","Threshold50",0.94,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3516","Threshold75",0.94,201061,"Aliso",1997,"DS_Dur_WS","ASCI","Altered","High"
"3517","Threshold75",0.63,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3518","Threshold25",0.79,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3519","Threshold50",0.79,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3520","Threshold75",0.79,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3521","Threshold25",0.92,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3522","Threshold50",0.92,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3523","Threshold75",0.92,201061,"Aliso",1997,"DS_Dur_WS","CSCI","Altered","High"
"3524","Threshold50",0.75,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3525","Threshold75",0.75,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3526","Threshold25",0.86,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3527","Threshold50",0.86,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3528","Threshold75",0.86,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3529","Threshold25",0.94,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3530","Threshold50",0.94,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3531","Threshold75",0.94,201061,"Aliso",1997,"SP_Dur","ASCI","Altered","Low"
"3532","Threshold75",0.75,201061,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"3533","Threshold50",0.86,201061,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"3534","Threshold75",0.86,201061,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"3535","Threshold50",0.94,201061,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"3536","Threshold75",0.94,201061,"Aliso",1998,"SP_Dur","ASCI","Altered","Low"
"3537","Threshold75",0.63,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3538","Threshold25",0.79,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3539","Threshold50",0.79,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3540","Threshold75",0.79,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3541","Threshold25",0.92,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3542","Threshold50",0.92,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3543","Threshold75",0.92,201061,"Aliso",1998,"SP_Tim","CSCI","Altered","High"
"3544","Threshold75",0.86,201061,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"3545","Threshold75",0.94,201061,"Aliso",2001,"SP_Dur","ASCI","Altered","Low"
"3546","Threshold75",0.86,201061,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3547","Threshold75",0.94,201061,"Aliso",2003,"SP_Dur","ASCI","Altered","High"
"3548","Threshold75",0.63,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3549","Threshold25",0.79,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3550","Threshold50",0.79,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3551","Threshold75",0.79,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3552","Threshold25",0.92,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3553","Threshold50",0.92,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3554","Threshold75",0.92,201061,"Aliso",2003,"SP_Tim","CSCI","Altered","High"
"3555","Threshold25",0.75,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3556","Threshold50",0.75,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3557","Threshold75",0.75,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3558","Threshold25",0.86,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3559","Threshold50",0.86,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3560","Threshold75",0.86,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3561","Threshold25",0.94,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3562","Threshold50",0.94,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3563","Threshold75",0.94,201061,"Aliso",2005,"SP_Dur","ASCI","Altered","High"
"3564","Threshold75",0.92,201061,"Aliso",2010,"DS_Dur_WS","CSCI","Altered","Low"
"3565","Threshold75",0.75,201061,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3566","Threshold50",0.86,201061,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3567","Threshold75",0.86,201061,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3568","Threshold50",0.94,201061,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3569","Threshold75",0.94,201061,"Aliso",2010,"SP_Dur","ASCI","Altered","High"
"3570","Threshold25",0.75,201061,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3571","Threshold50",0.75,201061,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3572","Threshold75",0.75,201061,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
"3573","Threshold25",0.86,201061,"Aliso",2017,"SP_Dur","ASCI","Altered","High"
